Symptoms,Frequency
throat tongue swelling,1
face rash,1
oral swelling rash,1
mild tiredness,1
left arm soreness,1
mild oral swelling itchiness,1
joint pain joints,1
normally pain,1
left earache shortness breath,1
congested productive cough,1
laryngitis,1
3 days symptoms,1
headache weakness,1
aseptic meningitis,1
episode stiffening eye blinking,1
mental status hydration status,1
throat/tongue swelling,1
left arm oral swelling rash,1
ringing ear bad pain,1
loosing consciousness,1
difficult time hearing noise,1
tired sore,1
quite sore,1
minor pain aching,1
mild alopecia,1
morning arm pain,1
significant armpit swelling,1
full upper body rash,1
vision blur left side,1
cold feet/hands,1
sleep disruptions,1
digestive issues,1
symptoms flaring back,1
post-infectious ibs flareup,1
lateral palpitations,1
cbc palpitations,1
irregular heartbeats,1
heart problems,1
abnormal menstrual cycles,1
irregular,1
bells palsy r side face,1
swelling left armpit,1
single soft lump,1
slight soreness,1
sxs,1
sudden pain lower back,1
lesson l4 l5,1
inflammation transverse myelitis,1
numbness legs,1
loss motor movement right leg,1
heart rate increased breathing,1
telogen effluvium,1
excessive hair shedding,1
sore arm numbing thumb,1
vaginal bleeding heartburn,1
episodes sporadic,1
sudden extreme headache,1
hypertrophic cardiac myopathy,1
weak left arm,1
significantly weak,1
muscle atrophy bicep overall arm,1
ring finger pinky impacted,1
muscle twitching throughout body,1
left leg feeling weak weak arm,1
weakness arm,1
sharp shooting pain,1
away swelling,1
partial facial paralysis,1
lack smile,1
palsy middle ear infection,1
mildly itchy painful touch,1
cheeks pale,1
still chest pain,1
intermittent rashes,1
temporary side effect,1
bad chest pain,1
s discomfort,1
painful rashes lung problems,1
heart issues,1
two prior successful pregnancies,1
patient extreme vasovagal reaction,1
enlarged swollen left supraclavicular lymph node tender,1
intense left ear pain,1
radiating left jaw,1
hearing loss tinnitus left ear,1
yellow discharge,1
left ear otitis media ear infection,1
severe pain shoulder area,1
sudden fever cold sweats,1
drop blood pressure,1
heavy sweating hot flashes,1
hard breath tires,1
rest sleep,1
advil headache,1
acupuncture,1
lot fatigue,1
severe muscle spasms lower back,1
back injury,1
new onset type 1 diabetes,1
type 1 diabetes,1
intermittent severe /intense sharp pain left clavicle trapezius areas,1
swollen/ tender lymph nodes,1
moderate pain left clavicle,1
"left upper back , left neck , left shoulder left armpit areas",1
loud ringing sound ears,1
increased fatigued,1
cough ( dry/tight feeling cough,1
dull ache behind sternum,1
occasional dizziness intermittent headaches back,1
body pain ( muscles/joints ),1
aching/uncomfortable feelings left breast,1
left side abdomen left buttocks,1
cough ( dry/tight ),1
abdominal cramps,1
poor balance,1
achiness behind sternum,1
left breast/chest achiness,1
mild heart palpitations,1
occasional nausea occasional headache,1
30 minutes gauge fever,1
slight dizziness,1
still swollen painful deltoid underarm,1
lymphnode,1
swollen breast tissue left scapular area,1
aggressive,1
bloody nose,1
observed rash left side neck,1
red spot/rash neck,1
lower lip swelling,1
itch rash,1
"knee , chest , wrist areas",1
back ache,1
severe sciatic pain,1
severe ( 10/10 pain scale ),1
sciatic pain,1
nervy pain upper body,1
tingling sensation hands feet ( pins needles,1
sites tingling sensation,1
trauma,1
loss conscious ( syncope ),1
temprature excursion,1
blotchy,1
raised rash multiple areas body,1
patient rash,1
discoloration injection site,1
stinging burn-like rash injection site,1
painful red spot underneath injection site,1
unusual excessive menstrual flow,1
acute respiratory failure diarrhea,1
electrolyte imbalance,1
patient acute kidney injury,1
positive dimer,1
low blood pressure passing,1
troponin elevated acute coronary syndromes,1
myocardial necrosis,1
st elevation mi,1
secondary iron deficiency,1
patient dark stool bloody stools,1
pneumonitis,1
longer intermittent menstruation change,1
intense headaches pain breasts pelvic area,1
generalized red rash itching,1
lot itching body,1
sinus drainage,1
morning sore throat,1
anxiety issues,1
withelevated heartbeat afib,1
severe headaches mild upset stomach,1
moderate mild 9am,1
moderate muscle aches,1
continued aches,1
fever signs illness,1
patient side effects reactions vaccine,1
excruciating back pain,1
hot/cold flashes,1
sense impending doom,1
severe diarrhea,1
lymph node neck swelled,1
soa,1
continued worsening condition,1
body rash,1
muscle joints,1
lymph node left side neck swollen,1
large resulting face swelling,1
lymph nodes neck groin area swelling,1
lymph node face enlarged,1
abdominal discomfort blood shed uterus,1
pain muscle,1
breakthrough covid 19 infection,1
impaired immune systems,1
shadows eye problems,1
overactive bladder,1
hives right arm,1
slight rash,1
known history ascvd,1
acute stemi associated symptoms,1
shortness breath exertion,1
minor desaturations,1
hyperkalemic,1
mildly hyperkalemic,1
deterioration heart health,1
increased heart issues,1
scary painful,1
gag vomit,1
collapsed arms,1
persistent vertigo,1
signs allergic reaction,1
pulmonary fibrosis,1
nasal cannula hyperlipidemia,1
underlying chronic lung disease,1
mixed anxiety depressive disorder,1
obstructive sleep apnea,1
mixed urge stress incontinence,1
worsening shortness breath cough,1
nasal congestion sore throat cough,1
shortness breadth,1
urinary urgency frequency dysuria,1
ast alt elevated,1
e coli,1
pneumonia urinary tract infection,1
throat closing chest tightness,1
breathing fine distress,1
seasonal allergy type symptoms,1
congestion back throat,1
allergy symptoms,1
cramping severe diarrhea,1
nasal congest,1
color change,1
free symptoms,1
multiple comorbidities,1
thighs bright red,1
gout flair,1
eyes painful,1
htn diabetes,1
nasal discharge mayonnaise,1
thick fluid,1
non-bronchial cough,1
fatigue low fever,1
pseudomonas sensitive fortaz,1
extreme chest pain,1
figure upper respiratory infection,1
sick uri,1
strep,1
side effect myocarditis,1
extra heart beat ),1
severe stomach pains,1
subsequent diarrhea,1
severe muscle aches pains,1
muscle twitching arms legs,1
hungry tired,1
weak achy,1
painful walk hard,1
joint left toe painful walk,1
similar tailors bunion,1
pain foot,1
painful walk foot,1
chronic irritation,1
dull pain,1
worse pain foot,1
strong pain whole arm fingertips cold hand strong pain armpit radiating breast,1
pain sternum,1
r right side chest q dull,1
noticeable changes,1
sore neck muscles bilateral,1
urine white opaque,1
symptoms pain,1
chance pregnancy,1
third dose swelling left armpit,1
pounding heart,1
golf ball sized swelling right armpit rash right arm,1
rash armpit,1
er sbo,1
sustained femoral neck fx,1
ongoing conditions,1
inflammatory condition symptoms,1
head/facial-side head pain,1
high inflammation head face,1
ureteral stone,1
severe sepsis,1
obvious abrasions areas redness swelling,1
blood pressure drop,1
patient c/o numbness tingling tongue,1
coating tongue,1
throat dry,1
something throat,1
hip pain,1
knee hurting,1
limping,1
lymph nodes shrunk weakness energy,1
copd acute exacerbation,1
community acquired pneumonia right lower lobe lung,1
chronic respiratory failure,1
pseudomonas pneumonia,1
chronic diastolic chf,1
cough malaise,1
severe coughing greenish sputum,1
fall weakness,1
copd ( chronic obstructive pulmonary disease ),1
chronic kidney disease ( ckd ),1
stage iii ( moderate ) cad ( coronary artery disease ),1
type ii hypertension,1
hypoxia fall,1
hypothyroidism osa,1
generalized weakness fall,1
intermittent confusion,1
pneumonia chest x-ray,1
asthma chronic obstructive pulmonary disease,1
patient covid infection,1
patient changes chronic pattern breathing,1
acute cardiopulmonary process,1
patient hypoxia,1
bronchospasm chronic obstructive pulmonary disease exacerbation,1
diabetes mellitus type,1
patient intermittent confusion,1
patient intermittent confusion slow mentation,1
patient slow mentation confusion,1
progressive decline strength generalized weakness fatigue,1
patient mechanical fall,1
lose consciousness head trauma,1
fracture acute intracranial process,1
fracture,1
mild l2 superior endplate height loss,1
positive activity change,1
appetite change ( decreased appetite,1
sore throat hoarse voice,1
mild difficulty breathing,1
rectal bleeding blood stool,1
positive back pain,1
chronic lower back pain,1
gait problem,1
falls ( mechanical fall,1
neck pain edema,1
hyperactivity,1
slow mentation confusion,1
toxic-appearing,1
rales,1
skin jaundiced,1
covid-19 viral pneumonia,1
copd 3,1
chronic hypoxia,1
stroke-like symptoms,1
acute ischemia,1
benign essential htn,1
-bp,1
ckd iii -stable,1
mild lft elevation,1
new issues,1
nad,1
slightly tachycardic,1
non-labored respirations,1
decreased breath sounds,1
soft/nt/nd,1
joint swelling,1
ttp,1
flattened nasolabial folds,1
slumping bed,1
ataxia,1
flat affect,1
morning fever extremely tired,1
severe eye pain,1
left eye less painful,1
little pain,1
draining,1
swelling severe eye pain-,1
end vision problems,1
blindness,1
miserable 5 days eye pain-,1
worry s painful,1
rate pain,1
lipschultz ulcer,1
cut lip,1
prior trauma,1
throat flashlight,1
area back throat,1
capillary bleeding,1
thick yellow/brown mucus,1
sensation full body tremors,1
falling asleep sleep,1
muscle twitching s,1
entire lower body convulse,1
broke rashes throughout body,1
none symptoms,1
heart skipping beats,1
uncontrollable body shakes,1
severe constant enough,1
hypoxic ra,1
rebound symptoms,1
significant desaturation,1
-hyperglycemia,1
-hyperphosphatemia,1
skin tightness,1
inability bend arm,1
s/s,1
hypoxic spo2,1
slightly weaker,1
bibasilar airspace disease,1
acute hypoxic respiratory insufficiency,1
hypotensive episode,1
acute hf,1
bacterial pna,1
scratchy sore throat,1
left hearing left ear,1
increased joint swelling pain,1
point large hives body,1
swollen hands feet,1
left arm lymphedema,1
tenderness largest lymph node swelled,1
knees & hips hard move,1
slight discomfort upper chest area,1
rigid pain,1
dehydrated s,1
severe left upper arm pain,1
decreased joint mobility,1
still lot pain shoulder joint movement resistance training,1
rash started shoulder,1
rash itch,1
left foot gone sleep,1
thinking pinched nerve,1
closed nondisplaced subtrochanteric fracture right femur routine healing,1
irregular cycles,1
hypoxia generalized weakness,1
diastolic congestive heart failure,1
moderate pulmonary vascular congestion,1
alveolar edema,1
superimposed pulmonary edema,1
chronic heart failure,1
decompensated presentation,1
over-diuresis,1
resting bradycardia,1
abnormal vitals signs,1
current pregnancy,1
pregnancy danger,1
asthma-induced tachycardia low bp,1
moderate symptoms,1
positive pcr,1
shoulder frequently,1
arthritic changes,1
pain around left chest breathing,1
pe s,1
5cm round hard subcutaneous nodule,1
warm tender touch,1
"erythema anterior right shoulder elbow , posterior shoulder , right chest",1
scratching,1
two 1-2cm vesicles,1
administration erythema,1
right-sided chest pain,1
elevated procalcitonin,1
history low ef,1
low blood sugars,1
tingling numbness left foot,1
lymph nodes near clavicle,1
patient c/o face tingling,1
hospital problems,1
community acquired pneumonia,1
acute chronic respiratory failure,1
type 2 diabetes mellitus diabetic polyneuropathy,1
hcc ),1
transient ischemic attack ),1
interstitial lung disease ( hcc ),1
interstitial cystitis,1
gerd ( gastroesophageal reflux disease ),1
essential tremor,1
lung granuloma,1
parotid nodule,1
chronic hypoxemic respiratory failure,1
physical deconditioning,1
hypoxia hypercapnea,1
osa ( obstructive sleep apnea,1
rhino enterovirus copd exacerbation,1
cough nonproductive worsening shortness breath fatigue,1
lack sense taste smell,1
diffuse wheezing,1
tachypneic hypoxic,1
acute chronic obstructive pulmonary disease exacerbation,1
subtle area increased density right upper lobe,1
inflammatory infiltrate,1
oropharyngeal exudate,1
thyromegaly,1
jvd,1
cervical adenopathy,1
acute copd exacerbation,1
increasing tachypnea,1
wheezy,1
positive increased interstitial density right upper lobe,1
community-acquired pneumonia,1
obvious left shift,1
granuloma,1
cap increasing hypoxia,1
increasing cough,1
recent visual problem,1
decreased hearing,1
+shortness breath,1
urethral discharge,1
bruising tendency,1
polyuria,1
delusional,1
hallucinations,1
wheezes bilateral lung fields,1
respirations non-labored,1
non-distended,1
pallor,1
hoh,1
keytruda hodgekin s lymphoma,1
"extensive l sided cervical adenopathy along l supraclavicular , l subpectoral , retroperitoneal , multiple aortocaval lad",1
classical hodgkin s lymphoma,1
overal increase lad neck well abdomen pelvis,1
io toxicity,1
e/o known fall,1
pancytopenia,1
positive covid test,1
increase weakness,1
worsening cough,1
l nondisplaced ischial tuberosity fracture,1
new focus fdg uptake involving t4-t5 vertebral bodies,1
lymphomatous involvement,1
extremely hard hearing,1
slow response,1
difficulty hearing,1
somewhat slow response,1
ha vision changes,1
specific areas pain,1
lymph nodes base skull neck,1
strong muscle aches,1
strong night sweats,1
iup,1
decreased fm covid sx,1
recurrent late decels,1
"damage bowel , bladder",1
bladder heals,1
chlam,1
significant copd,1
atrial fibrillation xarelto,1
severe sob,1
moderately elevated pulmonary artery pressure,1
sinus tachycardia,1
multifocal pna,1
colonic necrosis,1
multitude symptoms,1
macrocytosis,1
acute airspace disease elevated left hemidiaphragm,1
new cough,1
progressive generalized weakness bed,1
gi symptoms,1
"small electric shocks legs , chest , arms",1
extremely painful vaginal ulcers,1
still painful,1
acute symptoms fatigue,1
mental problems,1
